id,unit_id,status,ownership_type,date_acquired,purchase_amount,monthly_payment,payment_start_date,payment_end_date,lender,make,model,year,purchase_odometer,purchase_odometer_update,odometer,odometer_update,fair_market_value,fair_market_value_date,down_payment,interest_rate,balloon_payment
317,Truck 0725,INACTIVE,Owner Operator Owned,02/22/2024,0,0,,,,PETERBILT,TT,2017,,,,,,,,0,
319,Truck 0728,INACTIVE,Owner Operator Owned,07/29/2024,0,0,07/29/2024,,,INTERNATIONAL,TT,2014,,,,,,,,0,
320,Truck 0422,INACTIVE,Owner Operator Owned,02/27/2024,0,0,02/27/2024,,,Freightliner,TT,2014,,,,,,,,0,
321,Truck 0629,INACTIVE,Owner Operator Owned,02/21/2024,0,0,,,,Freightliner,TT,2001,,,,,,,,0,
322,Truck 0437,ACTIVE,Owner Operator Owned,08/19/2024,0,0,08/19/2024,,,VOLVO,TR,2010,,,1070179,5-11-2025 11:49:23,,,,0,
324,Truck 0683,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,TT,2017,0,,,,0,,0,0,0
325,Truck 0735,INACTIVE,Owner operator owned,2024-03-01,0,0,,,Chimera Enterprises LLC,Freightliner,TT,2017,0,,,,0,,0,0,0
326,Truck 0736,INACTIVE,Owner operator owned,,0,0,,,Acza Trucking LLC,Freightliner,Cascadia,2020,513295,,,,0,,0,0,0
327,Truck 0737,INACTIVE,Owner operator owned,,0,0,,,Acza Trucking LLC,Freightliner,Cascadia,2020,2253,,,,0,,0,0,0
328,Truck 0668,INACTIVE,Owner Operator Owned,02/20/2024,0,0,02/20/2024,,Sanghera Freight LLC,PETERBILT,TT,2016,,,,,,,,0,
329,Truck 0739,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2020,471081,,,,0,,0,0,0
330,Truck 0741,INACTIVE,Owner Operator Owned,07/02/2024,0,0,07/02/2024,,,INTERNATIONAL,TT,2015,,,,,,,,0,
331,Truck 0438,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2008,0,,1094789,5-9-2025 22:25:15,0,,0,0,0
332,Truck 0743,INACTIVE,Owner Operator Owned,05/08/2024,0,0,05/08/2024,,B&B Logistics Services LLC,PETERBILT,TR,2001,,,,,,,,0,
333,Truck 0612,INACTIVE,Owner Operator Owned,04/18/2024,0,0,04/18/2024,,KVS Logistics LLC,KENWORTH,TT,2019,,,,,,,,0,
334,Truck 0746,INACTIVE,Owner Operator Owned,08/15/2024,0,0,08/15/2024,,,Freightliner,TT,2017,,,,,,,,0,
335,Truck 0302,INACTIVE,Owner Operator Owned,12/04/2023,0,0,,,,INTERNATIONAL,TK,2019,,,,,,,,0,
338,Truck 0747,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,INTERNATIONAL,TT,2020,0,,,,0,,0,0,0
339,SPOT-Truck 0195,ACTIVE,Operating lease,2023-04-01,105351,4070,2023-04-01,2027-04-01,Penske,Freightliner,Cascadia,2022,466471,,507617,5-11-2025 21:05:26,64818,29-04-25,0,0,0
340,Truck 0749,INACTIVE,Owner Operator Owned,05/10/2024,0,0,05/10/2024,,,International,TT,2016,,,,,,,,0,
341,Truck 0750,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,Cascadia,2020,0,,,,0,,0,0,0
342,Truck 0753,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,INTERNATIONAL,TT,2019,0,,,,0,,0,0,0
343,Truck 0462,INACTIVE,Owner operator owned,,0,0,,,,FRHT,-,2015,0,,,,0,,0,0,0
344,Truck 0756,INACTIVE,Owner Operator Owned,06/05/2024,0,0,06/05/2024,,,PETERBILT,579,2019,,,,,,,,0,
345,Truck 0758,INACTIVE,Owner Operator Owned,07/15/2024,0,0,07/15/2024,,,Freightliner,TT,2004,,,,,,,,0,
346,Truck 0760,INACTIVE,Owner Operator Owned,08/19/2024,0,0,08/19/2024,,,PETERBILT,579,2014,,,,,,,,0,
347,Truck 0561,INACTIVE,Owner Operator Owned,01/24/2024,0,0,01/24/2024,,Uprising Transportation LLC,Western Star,TT,2016,,,,,,,,0,
348,Truck 0557,INACTIVE,Owner Operator Owned,01/16/2024,0,0,,,,Western Star,TR,2006,,,,,,,,0,
349,Truck 0764,INACTIVE,Owner Operator Owned,08/12/2024,0,0,08/12/2024,,,INTERNATIONAL,Prostar,2015,,,,,,,,0,
350,Truck 0766,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2019,0,,,,0,,0,0,0
351,SPOT-Truck 0767,INACTIVE,Rental,2024-12-01,0,0,2025-01-01,,Ryder Truck Rental,Freightliner,Cascadia,2023,410595,,,,0,,0,0,0
352,Truck 0768,INACTIVE,Owner Operator Owned,06/10/2024,0,0,06/10/2024,,,NHFRHT,TT,2015,,,,,,,,0,
353,SPOT-Truck 0277,ACTIVE,Lease Purchase,2024-11-01,211200,3195,2024-11-01,2029-10-01,Cresco Capital Inc,Kenworth,T680,2025,11,,97232,5-8-2025 3:21:45,0,,22695,8.02,0
354,Truck 0770,INACTIVE,Owner operator owned,,0,0,,,,INTERNATIONAL,TR,2017,0,,,,0,,0,0,0
355,Truck 0449,INACTIVE,Owner Operator Owned,07/31/2023,0,0,,,,FRHT,2019,2019,,,,,,,,0,
356,Truck 0772,INACTIVE,Owner operator owned,,0,0,,,FJB trucking inc,VOLVO,TT,2017,0,,,,0,,0,0,0
357,Truck 0774,INACTIVE,Owner operator owned,,,,,,Temp Vendor,Freightliner,Cascadia,2020,,,,,,,,,
358,Truck 0457,INACTIVE,Owner Operator Owned,02/28/2023,0,0,02/28/2023,,Man Of God Trucking LLC,Volvo,-,2016,,,,,,,,0,
359,Truck 0559,INACTIVE,Owner Operator Owned,06/01/2023,0,0,,,Sunny Cargo LLC,Freightliner,TK,2014,,,,,,,,0,
360,Truck 0417,INACTIVE,Owner Operator Owned,10/03/2023,0,0,,,,VOLVO,VN,2018,,,,,,,,0,
362,Truck 0644,INACTIVE,Owner Operator Owned,02/28/2024,0,0,02/28/2024,,,Freightliner,PTI,2019,,,,,,,,0,
364,Truck 0779,INACTIVE,Owner Operator Owned,07/16/2024,0,0,07/16/2024,,Presley Sterling,Freightliner,TT,2020,,,,,,,,0,
365,Truck 0782,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Freightliner,ca,2019,0,,,,0,,0,0,0
366,Truck 0543,INACTIVE,Owner Operator Owned,2024-09-09,0,0,2024-09-09,,Edwin Dodd,Freightliner,TT,2015,,,,,,,,0,
367,SPOT-Truck 0445,ACTIVE,Operating lease,2024-11-01,185000,3687,2024-12-01,2027-06-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,1404,,63559,5-12-2025 5:48:14,0,,0,0,0
368,Truck 0070,INACTIVE,Owner Operator Owned,07/07/2023,0,0,,,,VOLVO,860,2023,,,,,,,,0,
369,Truck 0761,INACTIVE,Owner Operator Owned,04/17/2024,0,0,04/17/2024,,Bsides Logistics,KENWORTH,T680,2020,,,,,,,,0,
370,Truck 0446,ACTIVE,Owner operator owned,2024-09-24,,,,,Amalik LLC,Freightliner,Cascadia,2017,,,1086730,5-10-2025 21:22:52,,,,,
373,Truck 0231,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,-,2018,0,,,,0,,0,0,0
374,SPOT-Truck 0055,ACTIVE,Lease Purchase,2024-07-01,175000,3900,2024-07-01,2028-07-01,AAA Lease LLC,Peterbilt,579,2024,1196,,158091,5-12-2025 9:21:24,0,,10000,13.35,35000
375,Truck 0788,INACTIVE,Owner Operator Owned,04/16/2024,0,0,04/16/2024,,TEMP,Freightliner,TT,2018,,,,,,,,0,
377,Truck 0789,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,volvo,TR,2013,657344,,,,0,,0,0,0
378,Truck 0791,INACTIVE,Owner Operator Owned,09/18/2023,0,0,,,,INTERNATIONAL,TR,2020,,,,,,,,0,
379,Truck 0451,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,Freightliner,Cascadia,2016,0,,994932,5-10-2025 16:06:09,0,,0,0,0
380,SPOT-Truck 0454,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,0,,41526,5-8-2025 14:11:35,0,,0,0,0
381,Truck 0456,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,International,TT,2015,0,,669762,4-13-2025 19:56:11,0,,0,0,0
383,Truck 0795,INACTIVE,Owner operator owned,2024-10-07,,,,,Personal touch transport llc,freightliner,TT,1999,,,,,,,,,
384,Truck 0797,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,TT,2015,0,,,,0,,0,0,0
386,Truck 0679,INACTIVE,Owner Operator Owned,03/27/2024,0,0,03/27/2024,,J Bouton Transportation LLC,Freightliner,TT,2017,,,,,,,,0,
387,Truck 0801,INACTIVE,Owner Operator Owned,09/18/2023,0,0,,,,FRHT,tr,2018,,,,,,,,0,
389,Truck 0803,INACTIVE,Owner Operator Owned,06/26/2024,0,0,06/26/2024,,Miles logistics,Freightliner,TT,2008,,,,,,,,0,
390,Truck 0805,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,freightliner,TT,2003,0,,,,0,,0,0,0
391,Truck 0684,INACTIVE,Owner Operator Owned,08/12/2024,0,0,08/12/2024,,,KENWORTH,CONSTRUCTION,2016,,,,,,,,0,
392,Truck 0608,INACTIVE,Owner operator owned,,0,0,,,,International,TT,2010,0,,,,0,,0,0,0
393,Truck 0368,INACTIVE,Owner operator owned,,0,0,,,Acza Trucking LLC,INTERNATIONAL,TT,2020,0,,,,0,,0,0,0
394,Truck 0530,INACTIVE,Owner operator owned,2024-09-01,0,0,2024-09-01,,Raymond Davis,Freightliner,Cascadia,2017,0,,,,0,,0,0,0
395,Truck 0716,INACTIVE,Owner Operator Owned,04/11/2024,0,0,04/11/2024,,,PETERBILT,TT,2019,,,,,,,,0,
396,Truck 0800,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Peterbilt,TT,2014,0,,,,0,,0,0,0
397,Truck 0813,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,volvo,TT,2018,0,,,,0,,0,0,0
398,Truck 0815,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,Peterbilt,TT,2018,0,,,,0,,0,0,0
399,Truck 0817,INACTIVE,Owner operator owned,,0,0,,,,Mack,TT,2018,0,,,,0,,0,0,0
400,Truck 0695,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,Peterbilt,TT,2018,0,,,,0,,0,0,0
401,Truck 0193,INACTIVE,Owner Operator Owned,04/01/2024,0,0,04/01/2024,,McMillian Trucking 1 llc,Freightliner,TT,2018,,,,,,,,0,
402,Truck 0107,ACTIVE,Owner Operator Owned,07/10/2023,0,0,,,Ali Co,Freightliner,CASCADIA,2018,,,492914,4-10-2025 19:57:39,,,,0,
403,Truck 0820,INACTIVE,Owner operator owned,,0,0,,,Antonio Moore,Freightliner,Cascadia,2016,0,,,,0,,0,0,0
404,Truck 0483,INACTIVE,Owner Operator Owned,2024-09-17,0,0,2024-09-17,,Omar Abdi,Freightliner,TT,2016,,,,,,,,0,
405,Truck 0341,INACTIVE,Owner Operator Owned,09/06/2024,0,0,09/06/2024,,,Freightliner,Cascadia,2017,,,,,,,,0,
406,Truck 0821,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,kenworth,TT,2016,0,,,,0,,0,0,0
407,Truck 0824,INACTIVE,Owner operator owned,,0,0,,,,International,LT625,2020,0,,,,0,,0,0,0
408,SPOT-Truck 0396,ACTIVE,Lease Purchase,2024-06-01,180000,3992.37,2024-06-01,2029-06-01,Impel Leasing LLC,Kenworth,T680,2025,466,,168326,5-12-2025 9:13:06,0,,0,11.87,1
409,Truck 0463,ACTIVE,Owner operator owned,2025-12-01,0,0,,,Temp Vendor,VOLVO,TT,2019,0,,755363,5-10-2025 13:08:23,0,,0,0,0
411,Truck 0827,INACTIVE,Owner Operator Owned,07/16/2024,0,0,07/16/2024,,,International,TR,2014,,,,,,,,0,
412,Truck 0773,INACTIVE,Owner Operator Owned,05/10/2024,0,0,05/10/2024,,Libertatum Enterprises Inc.,International,TT,2007,,,,,,,,0,
413,Truck 0832,INACTIVE,Owner Operator Owned,09/20/2024,0,0,09/20/2024,,,Freightliner,TT,2012,,,,,,,,0,
415,Truck 0418,INACTIVE,Owner Operator Owned,07/17/2024,0,0,07/17/2024,,Jruthe llc,KENWORTH,TT,2012,,,,,,,,0,
416,Truck 0834,INACTIVE,Owner operator owned,,0,0,,,Aman Tefera,PETERBILT,TT,2012,0,,,,0,,0,0,0
417,Truck 0706,INACTIVE,Owner operator owned,,0,0,,,Ajal co,volvo,TR,2013,0,,,,0,,0,0,0
418,Truck 0835,INACTIVE,Owner Operator Owned,07/01/2024,0,0,07/01/2024,,,Freightliner,TT,2019,,,,,,,,0,
419,Truck 0043,INACTIVE,Owner Operator Owned,12/14/2023,0,0,,,JOHNNEL MARTINEZ,Freightliner,TT,2018,,,,,,,,0,
420,Truck 0466,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,Freightliner,Cascadia,2020,0,,711124,5-12-2025 1:46:02,0,,0,0,0
421,SPOT-Truck 0450,ACTIVE,Lease Purchase,2024-11-01,175000,3575,2024-12-01,2029-12-01,HEC Leasing LLC,Freightliner,Cascadia,2025,20,,70823,5-12-2025 9:25:54,0,,0,11.9,25000
423,Truck 0837,INACTIVE,Rental,2024-05-01,0,0,2024-05-01,,KTN Logistics Inc,INTERNATIONAL,TT,2018,0,,,,0,,0,0,0
424,Truck 0838,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,freightliner,TT,2017,0,,,,0,,0,0,0
425,Truck 0840,INACTIVE,Owner Operator Owned,07/29/2024,0,0,07/29/2024,,A & T Freight Services LLC,KENWORTH,TT,2018,,,,,,,,0,
426,Truck 0549,INACTIVE,Owner Operator Owned,04/04/2024,0,0,04/04/2024,04/04/2027,FORT POINT LANDING LLC,Freightliner,TT,2020,,,,,,,,0,
427,Truck 0312,INACTIVE,Owner Operator Owned,11/27/2023,0,0,11/27/2023,,Big Malcolm Trucking,Freightliner,Cascadia,2016,,,,,,,,0,
428,Truck 0843,INACTIVE,Owner Operator Owned,08/12/2024,0,0,08/12/2024,,Ana?s Transport LLC,PETERBILT,TT,2019,,,,,,,,0,
429,Truck 0845,INACTIVE,Owner Operator Owned,08/27/2024,0,0,08/27/2024,,,Freightliner,CASCADIA,2015,,,,,,,,0,
430,SPOT-Truck 0014,ACTIVE,Financed,2023-09-01,185260,3621,2023-09-01,2029-09-01,"Fountain Equipment Finance, LLC.",Kenworth,T680,2024,440,,286223,5-9-2025 15:02:32,0,,0,11.99,0
431,SPOT-Truck 0164,ACTIVE,Lease Purchase,2024-04-01,175000,3900,2024-04-01,2028-04-01,AAA Lease LLC,Peterbilt,579,2024,1000,,83577,5-12-2025 7:26:21,0,,10000,13.35,35000
432,Truck 0825,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Zayastransport,KENWORTH,T680,2018,0,,,,0,,0,0,0
433,Truck 0790,INACTIVE,Owner Operator Owned,05/08/2024,0,0,05/08/2024,,"CandyKissis Trucking, LLC",KENWORTH,TT,2016,,,,,,,,0,
434,Truck 0850,INACTIVE,Owner operator owned,2024-08-01,0,0,2024-08-01,,Apm Express Llc,Freightliner,TT,1999,0,,,,0,,0,0,0
435,SPOT-Truck 0425,ACTIVE,Lease Purchase,2024-12-01,175000,3900,2024-12-01,2028-12-01,AAA Lease LLC,Kenworth,T680,2025,425,,47352,5-12-2025 2:46:48,0,,15000,14.82,35000
436,Truck 0852,INACTIVE,Owner Operator Owned,08/20/2024,0,0,08/20/2024,,,KENWORTH,TT,2018,,,,,,,,0,
437,Truck 0519,INACTIVE,Owner Operator Owned,01/18/2024,0,0,01/18/2024,,All Pro Elite Logistics LLC,INTERNATIONAL,TR,2015,,,,,,,,0,
441,Truck 0855,INACTIVE,Owner Operator Owned,06/24/2024,0,0,06/24/2024,,"Carolina Royal Transport, LLC",VOLVO,TT,2017,,,,,,,,0,
442,Truck 0857,INACTIVE,Owner Operator Owned,08/29/2024,0,0,08/29/2024,,,PETERBILT,579,2020,,,,,,,,0,
443,Truck 0581,INACTIVE,Owner Operator Owned,08/20/2024,0,0,08/20/2024,,Tiger Trucking,KENWORTH,TT,2013,,,,,,,,0,
444,Truck 0649,INACTIVE,Owner Operator Owned,04/15/2024,0,0,04/15/2024,,FSB Trucking LLC,Freightliner,TT,2014,,,,,,,,0,
445,SPOT-Truck 0452,ACTIVE,Financed,2024-12-01,160117.9,3372,2024-12-01,2029-12-01,Volvo Financial Services,VOLVO,VNL860,2025,14112,,73522,5-12-2025 9:25:18,0,,17766.67,9.61,0
447,Truck 0020,INACTIVE,Owner Operator Owned,09/16/2024,0,0,09/16/2024,,,Freightliner,Cascadia,2018,,,,,,,,0,
448,Truck 0694,INACTIVE,Owner Operator Owned,03/27/2024,0,0,03/27/2024,,Obaid Hussain Khel,Freightliner,TT,2021,,,,,,,,0,
449,Truck 0836,INACTIVE,Owner Operator Owned,06/05/2024,0,0,06/05/2024,,S.a towing llc,Mack,TT,2017,,,,,,,,0,
450,Truck 0481,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2017,0,,933239,5-5-2025 22:33:14,0,,0,0,0
451,Truck 0799,INACTIVE,Owner Operator Owned,05/20/2024,0,0,05/20/2024,,DAFZZ TRANSPORT LLC,Freightliner,TT,2019,,,,,,,,0,
453,Truck 0603,INACTIVE,Owner Operator Owned,02/12/2024,0,0,,,,INTERNATIONAL,TT,2016,,,,,,,,0,
454,Truck 0863,INACTIVE,Owner Operator Owned,09/03/2024,0,0,09/03/2024,,,Freightliner,TT,2001,,,,,,,,0,
455,Truck 0054,INACTIVE,Owner Operator Owned,10/13/2023,0,0,,,,Kenworth,T680,2015,,,,,,,,0,
456,Truck 0274,INACTIVE,Owner Operator Owned,11/29/2023,0,0,,,,FRHT,Cascadia,2018,,,,,,,,0,
457,SPOT-Truck 0431,ACTIVE,Financed,2024-12-01,160117.9,3372,2024-12-01,2029-12-01,Volvo Financial Services,VOLVO,VNL860,2025,9463,,76067,5-12-2025 6:33:24,0,,17766.67,9.61,0
458,Truck 0502,INACTIVE,Owner Operator Owned,01/12/2024,0,0,,,,Freightliner,Cascadia 126,2019,,,,,,,,0,
459,Truck 0866,INACTIVE,Owner Operator Owned,08/22/2024,0,0,08/22/2024,,Everett Hauling LLC,VOLVO,TT,2016,,,,,,,,0,
460,Truck 0868,INACTIVE,Owner Operator Owned,09/06/2024,0,0,09/06/2024,,,VOLVO,TT,2015,,,,,,,,0,
461,Truck 0870,INACTIVE,Owner Operator Owned,06/27/2024,0,0,06/27/2024,,William Ray Downer Jr LLC,Freightliner,TT,2019,,,,,,,,0,
463,Truck 0872,INACTIVE,Owner Operator Owned,08/23/2024,0,0,08/23/2024,,,Freightliner,TT,202,,,,,,,,0,
464,Truck 0435,INACTIVE,Owner Operator Owned,06/10/2019,0,0,,,,Freightliner,-,2020,,,,,,,,0,
465,Truck 0287,INACTIVE,Owner Operator Owned,11/20/2023,0,0,11/20/2023,,Barcennas transport,Freightliner,Cascadia,2011,,,,,,,,0,
468,Truck 0818,INACTIVE,Owner Operator Owned,05/28/2024,0,0,05/28/2024,,Bekuz Express Llc,Freightliner,TT,2022,,,,,,,,0,
469,SPOT-Truck 0468,ACTIVE,Operating lease,2024-12-01,172227,4590.31,2025-01-01,2030-01-01,Ryder Truck Rental,Freightliner,Cascadia,2025,32,,37068,4-1-2025 0:11:27,0,,0,0,0
470,Truck 0536,INACTIVE,Owner Operator Owned,11/27/2023,0,0,11/27/2023,,Mako Trans LLC,KENWORTH,KW,2017,,,,,,,,0,
471,Truck 0877,INACTIVE,Owner Operator Owned,08/28/2024,0,0,08/28/2024,,Marmax Trucking and Auto Sale,Freightliner,CASCADIA,2015,,,,,,,,0,
475,Truck 0696,INACTIVE,Owner Operator Owned,04/01/2024,0,0,04/01/2024,,May Trucking,VOLVO,VN,2017,,,,,,,,0,
476,Truck 0878,INACTIVE,Owner Operator Owned,08/21/2024,0,0,08/21/2024,,Richard Evans,Freightliner,CASCADIA,1999,,,,,,,,0,
477,Truck 0648,INACTIVE,Owner Operator Owned,03/01/2024,0,0,03/01/2024,,Bronx Love Trucking LLC,Kenworth,T680,2018,,,,,,,,0,
478,SPOT-Truck 0027,ACTIVE,Operating lease,2023-04-01,117590,4070,2023-04-01,2027-04-01,Penske,International,LT625,2022,1691,,595876,5-12-2025 7:54:27,54301,29-04-25,0,0,0
479,Truck 0880,INACTIVE,Owner Operator Owned,07/12/2024,0,0,07/12/2024,,EDM Logistics LLC,KENWORTH,TT,2001,,,,,,,,0,
480,Truck 0748,INACTIVE,Owner Operator Owned,05/02/2024,0,0,05/02/2024,,Davie McCann,Freightliner,TT,2011,,,,,,,,0,
481,Truck 0652,INACTIVE,Owner operator owned,2024-10-24,,,,,BIHI Freight LLC,International,TT,2019,,,,,,,,,
482,Truck 0734,INACTIVE,Owner Operator Owned,04/08/2024,0,0,04/08/2024,,,Freightliner,Cascadia 125,2014,,,,,,,,0,
483,SPOT-Truck 0448,ACTIVE,Financed,2024-10-01,123000,3536.4,2024-10-01,2027-10-01,Y&C Truck Capital Premium LLC,Freightliner,Cascadia,2023,168650,,298971,5-12-2025 9:24:29,94167,29-04-25,23500,14.99,0
484,Truck 0885,INACTIVE,Owner Operator Owned,09/05/2024,0,0,09/05/2024,,,Freightliner,Cascadia 125,2016,,,,,,,,0,
485,Truck 0888,INACTIVE,Owner Operator Owned,09/06/2024,0,0,09/06/2024,,,Freightliner,CASCADIA,2016,,,,,,,,0,
486,Truck 0052,INACTIVE,Owner Operator Owned,08/27/2024,0,0,08/27/2024,,,PETERBILT,TT,2018,,,,,,,,0,
487,Truck 0711,INACTIVE,Owner Operator Owned,04/04/2024,0,0,04/04/2024,,,KENWORTH,TT,2017,,,,,,,,0,
488,Truck 0892,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,International,TT,2020,0,,,,0,,0,0,0
489,SPOT-Truck 0811,INACTIVE,Rental,2024-08-01,0,3728,2024-08-01,,Ryder Truck Rental,Freightliner,Cascadia,2020,446494,,,,0,,0,0,0
490,SPOT-Truck 0126,ACTIVE,Operating lease,2023-06-01,161280,4485.33,2023-06-01,2028-12-01,Ryder Truck Rental,Freightliner,Cascadia,2024,81,,312576,5-12-2025 9:26:04,0,,0,0,0
491,Truck 0497,ACTIVE,Owner Operator Owned,06/06/2024,0,0,06/06/2024,06/06/2027,IBEROSTAR LLC,VOLVO,TR,2019,,,830645,5-12-2025 5:05:29,,,,0,
492,Truck 0891,INACTIVE,Owner operator owned,2025-01-01,0,0,,,IBEROSTAR LLC,VOLVO,TT,2018,0,,,,0,,0,0,0
493,Truck 0893,INACTIVE,Owner Operator Owned,08/26/2024,0,0,08/26/2024,,,INTERNATIONAL,,2017,,,,,,,,0,
494,Truck 0895,INACTIVE,Owner Operator Owned,08/27/2024,0,0,08/27/2024,,,Freightliner,TT,2018,,,,,,,,0,
495,SPOT-Truck 0887,INACTIVE,Rental,2024-05-01,0,0,2024-05-01,,Ryder Truck Rental,INTERNATIONAL,LT625,2020,0,,,,0,,0,0,0
496,Truck 0228,ACTIVE,Owner Operator Owned,08/16/2023,0,0,08/16/2023,,Garner Transport LLC,VOLVO,TT,2016,,,955690,5-12-2025 4:17:37,,,,0,
497,Truck 0501,ACTIVE,Owner operator owned,,0,0,,,Blu?s transport llc,VOLVO,TT,2004,0,,51621,5-12-2025 2:22:36,0,,0,0,0
498,Truck 0899,INACTIVE,Owner Operator Owned,01/24/2024,0,0,,,,Freightliner,TR,2022,,,,,,,,0,
499,Truck 0900,INACTIVE,Owner Operator Owned,09/13/2024,0,0,09/13/2024,,,Freightliner,TT,2020,,,,,,,,0,
500,Truck 0546,INACTIVE,Owner Operator Owned,01/25/2024,0,0,,,"MAROIS TRANSPORT PLUS, LLC",PETERBILT,TT,2020,,,,,,,,0,
501,Truck 0111,INACTIVE,Owner Operator Owned,02/24/2023,0,0,,,,KENWORTH,T680,2019,,,,,,,,0,
502,Truck 0503,ACTIVE,Owner Operator Owned,04/15/2024,0,0,04/15/2024,,Wins transportation,Freightliner,TT,2020,,,633809,5-11-2025 15:11:02,,,,0,
503,Truck 0901,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Miles United Hauling LLC,Peterbilt,TT,2019,0,,,,0,,0,0,0
504,Truck 0478,ACTIVE,Owner Operator Owned,02/07/2024,0,0,,,RLS Freight and Dispatch LLC,International,TT,2018,,,548418,5-9-2025 23:51:06,,,,0,
505,Truck 0237,INACTIVE,Owner Operator Owned,11/09/2023,0,0,11/09/2023,,WilsonTranpotain,Freightliner,Con,2007,,,,,,,,0,
506,Truck 0904,INACTIVE,Owner operator owned,,0,0,,,Forward Focus LLC,PETERBILT,TR,2015,0,,,,0,,0,0,0
507,Truck 0810,INACTIVE,Owner operator owned,,0,0,,,Acza Trucking LLC,Freightliner,Cascadia,2021,0,,,,0,,0,0,0
508,Truck 0873,INACTIVE,Owner Operator Owned,07/03/2024,0,0,07/03/2024,,Vicotryn Adebolu,VOLVO,TR,2017,,,,,,,,0,
509,Truck 0906,INACTIVE,Owner Operator Owned,01/12/2024,0,0,,,,Freightliner,-,2012,,,,,,,,0,
510,SPOT-Truck 0403,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,1115,,57556,5-12-2025 7:18:00,0,,0,0,0
511,Truck 0909,INACTIVE,Owner operator owned,,0,0,,,Omar Abdi,Freightliner,Cascadia,2016,0,,,,0,,0,0,0
512,SPOT-Truck 0224,ACTIVE,Financed,2024-02-01,168617,3357.33,2024-02-01,2029-02-01,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,2024,50811,,303394,5-12-2025 4:02:32,0,,17000,11.8,0
513,Truck 0910,INACTIVE,Owner operator owned,2025-01-01,0,0,,,NHO trucking llc,INTERNATIONAL,TK,1997,0,,,,0,,0,0,0
514,Truck 0882,INACTIVE,Owner Operator Owned,04/01/2024,0,0,05/01/2024,,DPS Logistics LLC,VOLVO,TT,2007,,,,,,,,0,
515,SPOT-Truck 0118,ACTIVE,Financed,2021-03-01,142900,2712,2021-04-01,2025-04-01,Capital Lending,Peterbilt,579,2022,1420,,475113,5-11-2025 9:46:01,64506,29-04-25,36350,8.77,0
516,SPOT-Truck 0507,ACTIVE,Operating lease,2024-12-01,172227,4590.31,2025-01-01,2030-01-01,Ryder Truck Rental,Freightliner,Cascadia,2025,0,,51669,5-12-2025 9:22:57,0,,0,0,0
517,Truck 0677,INACTIVE,Owner Operator Owned,08/08/2024,0,0,08/08/2024,,Jose Marrero,INTERNATIONAL,TT,2014,,,,,,,,0,
518,Truck 0851,INACTIVE,Owner operator owned,2024-10-03,,,,,IMBURRIS LLC,freightliner,TT,2017,,,,,,,,,
519,Truck 0056,ACTIVE,Owner Operator Owned,12/07/2023,0,0,12/07/2023,,RLS FREIGHT AND DISPATCH LLC,International,LT625,2019,,,,,,,,0,
520,Truck 0596,INACTIVE,Owner Operator Owned,04/08/2024,0,0,04/08/2024,,,Freightliner,CASCADIA,2016,,,,,,,,0,
521,Truck 0912,INACTIVE,Owner operator owned,2025-01-01,0,0,,,MENCHACA TRANSPORT INC,kenworth,TR,1997,0,,,,0,,0,0,0
522,Truck 0806,INACTIVE,Owner Operator Owned,05/20/2024,0,0,05/20/2024,,GM Express,Freightliner,TT,2016,,,,,,,,0,
